Numéro notice,Titre,Mentions de responsabilité,Titre propre de la collection,Éditeur,Date,DateDébut,DateFin,Date d'autorisation,Édition,Format,ISBN/ISSN,Notes,Langue,Lieu,Cycle,Niveau,Discipline
00000789,Méthode pratique et raisonnée de style et de composition : livre du maître,"ROBERT, E.",,E. Gay,1881,1881-01-01,1881-12-31,,,18 cm: 503 p.,,,Français,"Lyon, FR",Système français,2e année (France),
00000790,Nouveau traité de diction française,"DE VIENNE, Lucie",,Éditions pensée moderne; Lidec inc.,[1966?],1966-01-01,1966-12-31,,,17 cm: 336 p.,,Comprend des notes biographiques au début de l'ouvrage. -- Comprend des annexes et une bibliogr. à la fin de l'ouvrage,Français,"Paris, FR|Montréal, QC",,,
00000791,"Vocabulaire français appliqué : à l'usage des 2e, 3e, 4e et 5e années : première partie","BÉDARD, Joseph|DUSSAULT, H.",,L'Éclair,1953,1953-01-01,1953-12-31,,8e éd.,23 cm: 185 p.,,,Français,"Hull, QC",Primaire,2e à 5e année,
00000792,Exercices de phonétique française,"BERGERON, Richard",,Pedagogia inc.,1966,1966-01-01,1966-12-31,,,25 cm: 48 p.,,"Sur la couv. : monographies, collection, techniques",Français,Québec,,,
00000793,Exercices de phonétique française : corrigé,"BERGERON, Richard",,Pedagogia inc.,1966,1966-01-01,1966-12-31,,,25 cm: 48 p.,,"Sur la couv. : monographies, collection, techniques",Français,Québec,,,
00000794,"Le Français parlé au cours secondaire : phonétique, lecture, vocabulaire,","BOULET, Gilles|GAGNÉ, Lucien",,Les Presses de l'Université Laval,1962,1962-01-01,1962-12-31,,,"22 cm: P. 295-614, quelques ill.",,Sur la couv. : leçon 46 à 60. -- Sur la p. de t. : synthaxe - 9e année,Français,Québec,Secondaire,9e année,
00000795,Phonétique : théorie et pratique (français moderne),"DEMERS, Jeanne|CHARRON, René",,Centre de psychologie et de pédagogie,1962,1962-01-01,1962-12-31,,,"25 cm: 133 p., ill.",,Comprend une bibliogr. à la fin de l'ouvrage,Français,"Montréal, QC",,,
00000796,L'Enseignement des langues au Canada : esquisse historique travaux d'étudiants,"GERMAIN, Claude",,Université de Montréal et Université d'Ottawa,1975,1975-01-01,1975-12-31,,,"27 cm: 103 p., graph. et tableaux",,"Comprend une bibliogr. à la fin de l'ouvrage. -- Sommaire : Historique des méthodes d'enseignement de l'anglais, langue seconde, au Québec / Michel Audet. -- La Formation des professeurs de français langue seconde au Québec / Rachel Baril et Germaine Bitton-Elbaz. -- La Situation de l'enseignement des langues secondes au Canada en 1928 et 1968 ou quarante ans de bilinguisme Québécois et d'unilingue Canadien / Maurice Coté. -- Évolution de l'enseignement du français, langue seconde dans les écoles du Protestant School Board of Greater Montréal / Robert Nahmiash. -- Les Méthodes d'enseignement des langues / Françoise Page-Mongeau. -- Données sur la formation du professeur du français, langue seconde, à la lumière des historiens et de quelques rapports d'enquêtes / André Provencher. -- L'Évolution de l'enseignement du français, langue seconde, dans les écoles secondaires anglophones du Québec : 1960-1975 / Marie-France Riendeau",Français,"Montréal, QC|Ottawa, ON",,,
00000797,Les Vices de la parole,"GRÉGOIRE, Antoine|GUÉRIN, Marc-Aimé",,Département d'études pédagogiques Beauchemin,1963,1963-01-01,1963-12-31,,Éd. canadienne,"22 cm: 70 p., quelques ill.",,Comprend des notes bibliogr. à la fin de l'ouvrage,Français,"Montréal, QC",,,
00000798,Le Français au cycle intermédiaire / I : la banque d'instruments de mesure de l'Ontario,"JOLY, Jean-Marie|CAYEN, Alice|TESSIER, Jean-Marc|GIROUX, Jacques|DESJARDINS, Raymond|PILON, Ghislaine",,ministre de l'Éducation de l'Ontario,[1982?],1982-01-01,1982-12-31,,,"28 cm + 2 cassettes sonores (analogique): x, 168 p., ill. (certaines en coul.)",,"Sur la couv. : savoir écrire, savoir parler. -- Matériel d'accompagnement : Français, cycle intermédiaire, Savoir parler Cassette 1. -- Français, cycle intermédiaire, Savoir parler Cassette 2. -- ISBN 0-7743-7554-x. -- ISSN 0228-0949",Français,"Toronto, ON",Système français,Cycle intermédiaire,
00000799,Le Français au cycle moyen I : la banque d'instruments de mesure de l'Ontario,"JOLY, Jean-Marie|CAYEN, Alice|TESSIER, Jean-Marc|GIROUX, Jacques|DESJARDINS, Raymond|PILON, Ghislaine",,ministre de l'Éducation de l'Ontario,[1982?],1982-01-01,1982-12-31,,,"28 cm + 1 cassette sonore (analogique): viii, 107 p., ill. (certaines en coul.)",,"Sur la couv. :  savoir parler, savoir écrire. -- Matériel d'accompagnement : La banque d'instruments de mesure de l'Ontario : Le français au cycle moyen - I. -- ISBN 0-7743-7337-7. -- ISSN 0228-0949",Français,"Toronto, ON",Système français,Cycle moyen,
00000800,"Phonétique et Diction : à l'usage des maîtres de l'enseignement primaire supérieur, de l'enseignement secondaire et des écoles normales","JUNEAU, Rolland|MOUSSU, L.",,Librairie Beauchemin limitée,1935,1935-01-01,1935-12-31,1934,,22 cm: 197 p.,,Comprend un index à la fin de l'ouvrage,Français,"Montréal, QC",Système français,Primaire supérieur; secondaire; écoles normales,
00000801,Les Éléments de phonétique française,"LANDREAU, Georges",,s.n.,[19--?],1899-12-31,1999-12-31,1931-02-04,12e éd.,18 cm: 93 p.,,,Français,,,,
00000802,Phonétique et Diction,"LAURENCE, J. M.|DE GIVES, Jean|GODIN, Guy|GADOUAS, Robert",,Centre de psychologie et de pédagogie,1961,1961-01-01,1961-12-31,,,21 cm: 76 p.,,,Français,"Montréal, QC",,,
00000803,Fonetik : la phonétique rendue facile : un manuel de phonétique française,"LEBRUN, Armande",,Lidec inc.,[1967?],1967-01-01,1967-12-31,,,21 cm: 116 p.,,Comprend une bibliogr. à la fin de l'ouvrage,Français,"Montréal, QC",,,
00000804,Initiation à la phonétique,"BERGERON, Richard",,Centre de psychologie et de pédagogie,[19--?],1899-12-31,1999-12-31,,Nouv.,"19 cm: 151 p., quelques ill.",,Comprend une bibliogr. au début de l'ouvrage. -- Comprend des appendices et des index à la fin de l'ouvrage,Français,"Montréal, QC",Universitaire et Collégial,Écoles normales et titulaire du niveau primaire et secondaire,
00000805,"Le Français parlé au cours secondaire : lecture, vocabulaire, correction, grammaire","BOULET, Gilles|GAGNÉ, Lucien",,Les Presses de l'Université Laval,1962,1962-01-01,1962-12-31,,,"22 cm: P. 229-456, ill.",,Sur la couv. : leçons 16 à 30. -- Sur la p. de t. : éléments latins - 8e année,Français,Québec,Intermédiaire,8e année,
00000806,"Le Français parlé au cours secondaire : phonétique, lecture, vocabulaire","BOULET, Gilles|GENDRON, Jean-Denis|GAGNÉ, Lucien",,Les Presses de l'Université Laval,1963,1963-01-01,1963-12-31,,,"21 cm: P. 398-479, ill.",,Sur la couv. : leçons 51 à 54. -- Sur la p. de t. : synthaxe - 9e année,Français,Québec,Secondaire,9e année,
00000807,Guide pédagogique 1 : avec des notes sur l'évaluation des travaux,"BRECKX, M.|CHERDON, C.|LECLERCQ, Yves",La Classe de la langue française,A. de Boeck,[1977?],1977-01-01,1977-12-31,,,"22 cm: 133 p., cartes",,,Français,"Bruxelles, BE",Secondaire,Secondaire 1,
00000808,An Introduction to French Speech Habits,"DELATTRE, Pierre",,"Holt, Rinehart and Winston Limited",[1947?],1947-01-01,1947-12-31,,,20 cm: 55 p.,,Comprend un glossaire à la fin de l'ouvrage,Anglais,États-Unis,,,
00000809,La Phonétique internationale au service de l'école active,"FILITRAULT, Béatrice",,Librairie Beauchemin limitée,1967,1967-01-01,1967-12-31,,,"22 cm: xviii, 217 p.",,Comprend un lexique et une bibliogr. à la fin de l'ouvrage,Français,"Montréal, QC",Universitaire et Collégial,Professeurs du primaire et secondaire,
00000810,III. La Narration : méthode conjuguée d'explication de textes et de composition française : livre du maître,"GESLIN, L.",Méthode de composition française progressive et complète ; III,J. De Gigord,1950,1950-01-01,1950-12-31,,2e éd.,18 cm: 237 p.,,,Français,"Paris, FR",Système français,"2e année, cours supérieur (France); année préparatoire (France); 1ère année des E.P.S. (France); 5e et 6e (France)",
00000811,III. La Narration : méthode conjuguée d'explication de textes et de composition française,"GESLIN, L.|ROUSSEAU, Pierre",Méthode de composition française progressive et complète ; III,J. De Gigord,1954,1954-01-01,1954-12-31,,10e éd.,"21 cm: viii, 400 p., ill.",,,Français,"Paris, FR",Système français,"2e année, cours supérieur (France); année préparatoire(France); 1re année des E.P.S. (France); 5e et 6e (France)",
00000812,III. La Narration : méthode conjuguée d'explication de textes et de composition française,"GESLIN, L.|ROUSSEAU, Pierre",Méthode de composition française progressive et complète ; 3,J. De Gigord,1956,1956-01-01,1956-12-31,,11e éd.,"21 cm: viii, 400 p., ill.",,,Français,"Paris, FR",Système français,"2e année, supérieur (France); Année préparatoire (France); 1ère année des E.P.S. (France); 5e et 6e (France)",
00000813,III. La Narration : méthode conjuguée d'explication de textes et de composition française,"GESLIN, L.|LAURENCE, J. M.|D'AOUST, Aurèle",Méthode de composition française progressive et complète ; III,J. De Gigord,1959,1959-01-01,1959-12-31,1959-05-01,Éd. canadienne,"21 cm: xxv, 506 p., ill.",,,Français,"Paris, FR",Intermédiaire|Secondaire,8e et 9e année,
00000814,IV. Le Plan : méthode conjuguée d'explication de textes et de composition française : livre du maître,"GESLIN, L.|LAURENCE, J. M.|D'AOUST, Aurèle",Méthode de composition française progressive et complète ; III,J. De Gigord,1957,1957-01-01,1957-12-31,,Éd. canadienne,"18 cm: viii, 118 p., ill.",,,Français,"Paris, FR",Système français,3e et 4e année (France),
00000815,Introduction à la phonétique corrective : à l'usage des professeurs de français à l'étranger,"LÉON, Pierre|LÉON, Monique","Le Français dans le monde, bureau d'étude et de liaison",Librairie Hachette et Larousse,[1964?],1964-01-01,1964-12-31,,,"21 cm: xiii, 98 p., ill. et tableaux",,Comprend une bibliogr. à la fin de l'ouvrage,Français,"Paris, FR",,,
00000816,Vocabulaire de l'éducation au Québec,Québec. Ministère de l'éducation,,Service d'information du ministère de l'Éducation du Québec,1968,1968-01-01,1968-12-31,,,23 cm: 63 p.,,,Français,Québec,,,
00000817,No 1 Norme du français écrit et parlé au Québec,Office de la langue française du Québec,,ministère des Affaires culturelles du Québec,1965,1965-01-01,1965-12-31,,,22 cm: 12 p.,,,Français,Québec,,,
00000818,200 expressions orales ... à corriger : corrigé,"UGUAY, Huguette",,La Centrale audio-visuelle inc.,[19--?],1899-12-31,1999-12-31,,,22 cm: 8 p.,,Comprend une bibliogr. à la fin de l'ouvrage,Français,"Montréal, QC",,,
00000819,A partir de quand la langue maternelle n'est-elle plus la langue première de communication ?,"WEAVER, James",Actes de colloque ; 1,Institut franco-ontarien,[1978?],1978-01-01,1978-12-31,,,"23 cm: 135 p., graph. et tableaux",,"Sur la couv. : actes de colloque 1, février 1978",Français,"Sudbury, ON",,,
00000820,Au fer à cheval : comédie en cinq actes et en français facile,"DE BEAUDMONT, Pierre",Textes en français facile,Hachette,[1964?],1964-01-01,1964-12-31,,,"17 cm: 80 p., ill.",,,Français,"Paris, FR",,,
00000821,Initiation à la phonétique,"BERGERON, Richard",,Pedagogia inc.,[1966?],1966-01-01,1966-12-31,,"3e éd., entièrement revisée","20 cm: 87 p., quelques ill.",,Sur la couv. : . -- Comprend une bibliogr. au début de l'ouvrage. -- Comprend des appendices et un index à la fin de l'ouvrage,Français,Québec,Universitaire et Collégial,"Étudiants des facultés de sciences de l'éducation et des écoles normales, professeurs de tous les niveaux",
00000822,Les Grands Poètes modernes : choix de poésies,"BOITEL,M. J.|BROSSOLETTE, L.",,Librairie Hachette,[19--?],1899-12-31,1999-12-31,,8e éd.,19 cm: 235 p.,,Sur la couv. : extraits. -- Sur la p. de t. : à l'usage des lycées et collèges de garçons et de jeunes filles des écoles normales d'instituteurs et d'institutrices et des écoles primaires supérieures de garçons et de filles,Français,"Paris, FR",Système français,Lycés (France); collèges (France); primaire supérieure (France),
00000823,"Le français parlé au cours secondaire : phonétique, lecture, vocabulaire","BOULET, Gilles|GENDRON, Jean-Denis|GAGNÉ, Lucien",,Les Presses de l'Université Laval,1963,1963-01-01,1963-12-31,,,"21 cm: P. 292-393, quelques ill.",,Sur la p. de t. : synthaxe - 9e année. -- Sur la couv. : leçons 46 à 50,Français,Québec,Secondaire,9e année,
00000824,"Le Français parlé au cours secondaire : phonétique, lecture, vocabulaire","BOULET, Gilles|GENDRON, Jean-Denis|GAGNÉ, Lucien",,Les Presses de l'Université Laval,1963,1963-01-01,1963-12-31,,,"21 cm: P. 481-614, quelques ill.",,Sur la p. de t. : synthaxe - 9e année. -- Sur la couv. : leçons 55 à 60,Français,Québec,Secondaire,9e année,
00000825,Initiation à la linguistique et à la grammaire nouvelle : avec des exercices et leurs corrigés,"BRECKX, M.",La Classe de la langue française,A. De Boeck,[1977?],1977-01-01,1977-12-31,,,"22 cm: 223 p., graph. et tableaux",,Comprend une bibliogr. et un index à la fin de l'ouvrage,Français,"Bruxelles, BE",Secondaire,Secondaire 1,
00000826,Je te laisse une caresse,"Grand-père Cailloux|TIBO, Gilles|GAUTHIER, Bertrand|TREMBLAY, Réal |TIBO",Étoile filante,Le Tamanoir,1976,1976-01-01,1976-12-31,,,"22 cm: env. 24 p., ill.",ISBN 0-88570-006-6,,Français,"Montréal, QC",Primaire,3 à 7 ans,
00000827,Mon petit lutin s'endort,"Grand-père Cailloux|TIBO, Gilles|GAUTHIER, Bertrand|TREMBLAY, Réal |TIBO",Étoile filante,Le Tamanoir,1976,1976-01-01,1976-12-31,,,"22 cm: env. 24 p., ill.",ISBN 0-88570-007-4,,Français,"Montréal, QC",Primaire,3 à 7 ans,
00000828,Polyeucte : martyr : tragédie chrétienne,"Corneille|VAUBOURDOLLE, René",,Librairie Hachette,[1935?],1935-01-01,1935-12-31,,,"18 cm: 95 p., quelques ill.",,Sur la p. de t. : texte conforme à l'édition des grands écrivains de la France. -- Sur la couv. : classiques illustrés Vaubourdolle. -- Comprend un appendice à la fin de l'ouvrage,Français,"Paris, FR",,,
00000829,La Courte Échelle : guide d'utilisation pédagogique,,,La Courte Échelle,[1978?],1978-01-01,1978-12-31,,,22 cm: 2 p.,,"Sur la couv. : ensemble, univers enfantin. -- Comprend des notes bibliogr. à la fin de l'ouvrage",Français,"Montréal, QC",,,
00000830,La Composition française : comment décrire,"DESCHAMPS, Philippe",,Librairie Saint-Viateur,[1939?],1939-01-01,1939-12-31,,,"23 cm: 368, quelques ill.",,Sur la couv. : comment décrire. -- Comprend des tables à la fin de l'ouvrage,Français,"Montréal, QC",Primaire,5e et 6e année; secondaire,
00000831,Français 1b,"DUSSART, A.-M.|CHERDON, C.|MAYENCE, J.|BRECKX, M.|LECLER, Yves",La Classe de langue française,A. De Boeck,[1978?],1978-01-01,1978-12-31,,,"22 cm: 128 p., ill.",,Comprend un index à la fin de l'ouvrage,Français,"Bruxelles, BE",Secondaire,Secondaire 1,
00000832,Recueil d'historiettes : 3ième et 4ième cours,Les élèves de l'École normale de l'Université d'Ottawa,,École normale de l'Université d'Ottawa,1933-1934,1933-01-01,1934-12-31,,,22 cm: 42 p.,,,Français,"Ottawa, ON",,,
00000833,"Comment composer mon devoir de français : description, portrait, narration, analyse littéraire, dissertation","FOURNIER, G.|VIANEY, M. J.",,J. De Gigord,1949,1949-01-01,1949-12-31,,9e éd.,18 cm: 320 p.,,"Sur la couv. :  troisième, seconde, première. -- Comprend des appendices et des tables à la fin de l'ouvrage",Français,"Paris, FR",Système français,"1ère, 2e et 3e (France)",
00000834,Exercices pratiques de style et de composition,Frères de l'instruction chrétienne,,Frères de l'instruction chrétienne,1933,1933-01-01,1933-12-31,,,"20 cm: x, 136 p., ill.",,,Français,"Laprairie, QC",,,
00000835,IV. Le Plan : méthode conjuguée d'explication de textes et de composition française,"GESLIN, L.|LAURENCE, J. M.|BAILLARGEON, S.","Méthode de composition française, progressive et complète ; IV",Centre éducatif et culturel inc.,1964,1964-01-01,1964-12-31,1961-05-17,Nouv. éd. canadienne,"21 cm: xxv, 377 p., ill.",,Comprend un lexique à la fin de l'ouvrage,Français,"Montréal, QC",Secondaire,10e à 12e année,
00000836,Lectures littéraires : tome II,,,Frères de l'instruction chrétienne,1961,1961-01-01,1961-12-31,1961-02-22,,"22 cm: 376 p., ill.",,Comprend des notices bio-bibliogr. : p. 347-370. -- Comprend un index à la fin de l'ouvrage,Français,"La Prairie, QC",,,
00000837,La Composition française : premier livre,"PROULX, Ovide",,s.n.,1947,1947-01-01,1947-12-31,,1ère éd.,"28 cm: 77 p., quelques ill.",,Sur la p. de t. : à l'usage des élèves de première année des classes d'enseignement secondaire,Français,,Secondaire,Secondaire 1,
00000838,La Composition française : premier livre,"PROULX, Ovide",,Imprimerie Leclerc ltée.,1950,1950-01-01,1950-12-31,,2e éd.,"19 cm: 194 p., quelques ill.",,Sur la p. de t. : à l'usage des élèves de première année des classes d'enseignement secondaire,Français,"Hull, QC",Secondaire,Secondaire 1,
00000839,Études sur le parler français au Canada,La Société du parler français au Canada,,Les Presses de l'Université Laval,1955,1955-01-01,1955-12-31,,,"23 cm: 220 p., graph., tableaux et cartes",,,Français,Québec,,,
00000840,Manuel illustré d'histoire de la littérature française,"CALVET, J.|RICARD, François",,J. de Gigord,1938,1938-01-01,1938-12-31,,10e éd.,"19 cm: iv, 818 p., ill.",,Comprend des tables à la fin de l'ouvrage,Français,"Paris, FR",Secondaire,15 ans,
00000841,La Composition française,"BAUDE, Jules",Bibliothèque générale des sciences économiques,"Comptables, Commerciales et financières",[1947?],1947-01-01,1947-12-31,,2e éd.,24 cm: 341 p.,,"Sur la p. de t. : un conseiller avisé pour l'homme d'affaires, un guide parfait pour la préparation aux examens. -- Comprend un appendice à la fin de l'ouvrage",Français,"Bruxelles, BE",,,
00000842,Le Retour de Titus,"DESROCHERS, Alfred",,Éditions de l'Université d'Ottawa,1963,1963-01-01,1963-12-31,,,20 cm: 61 p.,,"Sur la p. de t. : Centre de recherche de littérature canadienne-française, [Université d'Ottawa]",Français,"Ottawa, ON",,,
00000843,La Composition française,"DESCHAMPS, Philippe",,Librairie Saint-Viateur,[1939?],1939-01-01,1939-12-31,,,23 cm: 368 p.,,"Sur la p. de t. : combinée avec L'Enseignement pratique du vocabulaire, les exercices de grammaire et d'analyse, l'explication française. -- Comprend des tables à la fin de l'ouvrage",Français,"Montréal, QC",Primaire,5e et 6e année; secondaire,
00000844,La Composition française : livre du maître,"DESCHAMPS, Philippe",,Librairie Saint-Viateur,1939,1939-01-01,1939-12-31,,,"23 cm: xiv, 472 p.",,"Sur la p. de t. : combinée avec L'Enseignement pratique du vocabulaire, les exercices de grammaire et d'analyse, l'explication française. -- Comprend des tables à la fin de l'ouvrage",Français,"Montréal, QC",Primaire,5e et 6e année; secondaire,
00000845,La Composition française : comment décrire : livre du maître,"DESCHAMPS, Philippe",,Librairie Saint-Viateur,[19--?],1899-12-31,1999-12-31,,,"23 cm: xvi, 418 p.",,Comprend des tables à la fin de l'ouvrage,Français,"Montréal, QC",Primaire,5e et 6e année; secondaire,
00000846,La Composition française : comment raconter,"DESCHAMPS, Philippe",,Librairie Saint-Viateur,1942,1942-01-01,1942-12-31,,,"23 cm: viii, 271 p., ill.",,Comprend un index à la fin de l'ouvrage,Français,"Montréal, QC",Secondaire,Secondaire 3 et 4,
